current_course,ccm_influence[ccm_website],ccm_influence[ccm_socials],ccm_influence[ccm_event],ccm_influence[family_friends],ccm_influence[ccm_student],ccm_influence[ccm_alumni],ccm_influence[high_school_teacher],ccm_influence[high_school_counselor],ccm_influence[in_app_ads],ccm_influence[employer],ccm_influence[billboard],ccm_influence[tv],ccm_influence[radio],ccm_influence[home_mail],ccm_influence[other],effect_attendance[affordable],effect_attendance[location],effect_attendance[programs],effect_attendance[online_offers],effect_attendance[family_friends],effect_attendance[faculty_staff],effect_attendance[college_rep],effect_attendance[financial_aid],effect_attendance[scholarships],effect_attendance[small_classes],effect_attendance[extra_curricular],effect_attendance[took_transfer_credits],effect_attendance[bad_prev_college_exp],effect_attendance[nj_stars],effect_attendance[future_transfer],effect_attendance[prev_college_credits],ccm_event[open_house],ccm_event[instant_decision_day],ccm_event[on_campus_info_session],ccm_event[titans_tuesday_virtual],ccm_event[women_who_dare],ccm_event[regional_college_fair],ccm_event[hs_sharetime_info],ccm_event[challenger_program],ccm_event[cybersecurity_info_program],ccm_event[hs_info_session],ccm_event[hs_campus_visit],ccm_event[alone_campus_visit],ccm_event[workforce_dev_class],ccm_event[corp_training],ccm_event[teen_arts_fest],ccm_event[ccm_summer_camp],ccm_event[hour_of_code],effect_computing_decision[middle_high_school_computing_class],effect_computing_decision[middle_high_school_computing_club],effect_computing_decision[computing_related_competitions],effect_computing_decision[after_school_computing_camp_programs],effect_computing_decision[summer_computing_camp],effect_computing_decision[ap_computing_class],effect_computing_decision[dual_enrollment_computing_class],effect_computing_decision[family_friend_influence],effect_computing_decision[family_friend_in_field],effect_computing_decision[hs_teacher_counselor],effect_computing_decision[employer_influence],effect_computing_decision[ccm_student],effect_computing_decision[exp_at_work],effect_computing_decision[other],current_program,motivation[computing_job],motivation[transfer_to_bach_program],motivation[get_hs_degree],motivation[career_advancement],motivation[career_change],motivation[professional_development],motivation[job_displacement],motivation[relocation],motivation[keep_current_in_tech],motivation[it_industry_certs],motivation[financial],motivation[personal_enrichment],computing_program_discovery[hs_counselor],computing_program_discovery[hs_teacher],computing_program_discovery[ccm_it_website],computing_program_discovery[ccm_admissions],computing_program_discovery[ccm_advisor],computing_program_discovery[employer],computing_program_discovery[ccm_workforce_development],computing_program_discovery[nj_workforce_development],computing_program_discovery[other],computing_first_choice,interest_level,explanation,Gender,Race/ethnicity,Age
CMP 128 Computer Science I,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,Not Sure,No,No,No,No,No,No,No,No,Not Sure,Yes,No,No,No,Yes,No,No,Some Impact,,,,,,,,,,Some Impact,,,Some Impact,"I am a student from MCVTS, and I am doing dual enrollment. ",,,,,,,,,,,,,,,,,,,,,,,5.0,"I am very interested in taking computer science courses as I want to make games in the future. Though I want to mainly focus on the art aspect of video games, I would also like to learn how to code and be able to make them myself. ",Woman,mixed,18 and younger
CMP 128 Computer Science I,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,High Impact,High Impact,High Impact,,,High Impact,Some Impact,,,High Impact,No Impact,High Impact,,,High Impact,High Impact,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Some Impact,No Impact,High Impact,High Impact,No Impact,,,High Impact,High Impact,High Impact,No Impact,Some Impact,,,ShareTime CSIP Program,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Engineering,,,Man,Asian,18 and younger
CMP 128 Computer Science I,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,engineering,,,,,,,,,,,,,,,,,,,,,,,5.0,Its a great skill to have in engineering also I always was fascinated with technology as a kid.,Man,Hispanic_or_Latino,25-34
CMP 128 Computer Science I,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,,,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,,No Impact,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,engineering,,,,,,,,,,,,,,,,,,,,,,,3.0,"All I would like to do is have a basic knowledge of computer parts and understand how they are being used to operate the digital system, also to find out computer parts are compatible with one another and how they perform with said parts. ",Man,White/Caucasian,19-20
CMP 128 Computer Science I,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,computer science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,First Choice,,,Woman,Asian,19-20
CMP 128 Computer Science I,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Some Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,No Impact,High Impact,,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,High Impact,Some Impact,,,,High Impact,,Some Impact,Some Impact,No Impact,,,,,computer science,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,First Choice,,,Man,White/Caucasian,18 and younger
CMP 128 Computer Science I,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,No Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,computer science,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,First Choice,,,Man,White/Caucasian,19-20
CMP 128 Computer Science I,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,engineering,,,,,,,,,,,,,,,,,,,,,,,3.0,Not really into making websites and code more into working with circuits or building parts.  ,Man,White/Caucasian,19-20
CMP 128 Computer Science I,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,No Impact,Some Impact,,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Not Sure,No,No,No,No,Not Sure,No,No,No,Not Sure,Yes,Yes,No,No,No,Yes,No,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Liberal Arts,,,,,,,,,,,,,,,,,,,,,,,3.0,"It could be interesting and useful, but there are other subjects I want to focus on studying. ",Prefer not to say,White/Caucasian,19-20
CMP 128 Computer Science I,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,High Impact,High Impact,High Impact,,,High Impact,High Impact,High Impact,Some Impact,Some Impact,,,,Some Impact,,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,,,Some Impact,,,,High Impact,High Impact,Some Impact,,,,,computer science,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,First Choice,,,Man,White/Caucasian,25-34
CMP 128 Computer Science I,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,edam,,,,,,,,,,,,,,,,,,,,,,,3.0,I’m taking engineering classes as a back up to my career choice,Man,White/Caucasian,18 and younger
CMP 128 Computer Science I,Yes,Yes,Don't recall,Yes,No,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,Yes,No,Not Sure,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,,computer science,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Don't recall,First Choice,,,Man,White/Caucasian,18 and younger
CMP 128 Computer Science I,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Undecided,,,,,,,,,,,,,,,,,,,,,,,4.0,I would be interested because i am able to work with computers from anywhere and i would like to be able to travel,Man,White/Caucasian,18 and younger
CMP 128 Computer Science I,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,,High Impact,Some Impact,Some Impact,Some Impact,,No Impact,,High Impact,,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,,engineering,,,,,,,,,,,,,,,,,,,,,,,3.0,"Depending on if I enjoy this class, I would take more of these classes",Man,White/Caucasian,18 and younger
CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Business,,,Woman,Choose_not_to_reply,25-34
CMP 128 Computer Science I,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,,engineering,,,,,,,,,,,,,,,,,,,,,,,3.0,"im not sure becuase i havent been taken a computing class til now 
",Man,Choose_not_to_reply,19-20
CMP 128 Computer Science I,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Mec Tech,,,,,,,,,,,,,,,,,,,,,,,3.0,I took this class because it is required and I chose 3 because on the first day the class sparked some interest,Man,White/Caucasian,19-20
CMP 128 Computer Science I,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,High Impact,No Impact,High Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,computer science,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,First Choice,,,Man,White/Caucasian,19-20
CMP 128 Computer Science I,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,computer science,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,no,,,Man,Hispanic_or_Latino,18 and younger
CMP 128 Computer Science I,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,computer science,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,First Choice,,,Man,White/Caucasian,19-20
CMP 128 Computer Science I,No,No,No,Yes,Yes,Yes,No,No,Don't recall,No,No,No,No,Yes,Don't recall,High Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,Some Impact,High Impact,Some Impact,,,Some Impact,No Impact,No Impact,computer science,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,First Choice,,,Man,Asian,25-34
CMP 128 Computer Science I,No,Don't recall,No,Yes,No,Yes,Don't recall,No,Don't recall,No,No,No,No,No,Don't recall,Some Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,,No Impact,No Impact,High Impact,Some Impact,Yes,No,Yes,No,No,No,No,No,No,Not Sure,No,Yes,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,,,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,CIS Game Development Option,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Don't recall,Don't recall,Don't recall,No,No,No,No,Don't recall,First Choice,,,Man,White/Caucasian,19-20
CMP 128 Computer Science I,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,High Impact,,,High Impact,High Impact,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,High Impact,High Impact,,,,,High Impact,High Impact,Some Impact,,,,,Undecided,,,,,,,,,,,,,,,,,,,,,,,4.0,I am a high school senior taking courses at CCM for college credit so I have not decided my major yet. Taking a computer science course will show me if I want to pursue this and if I enjoy it I would definitely be interested in taking more computer science courses. ,Man,Asian,18 and younger
CMP 128 Computer Science I,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Visiting Student,,,,,,,,,,,,,,,,,,,,,,,5.0,I love computers and coding. I'm always interested in learning more about coding and different languages and technology,Man,Asian,19-20
CMP 128 Computer Science I,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,,computer science,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Don't recall,First Choice,,,Woman,Hispanic_or_Latino,21-24
CMP 128 Computer Science I,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,Some Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,CIS Game Development Option,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,First Choice,,,Man,White/Caucasian,18 and younger
CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,computer science,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,First Choice,,,Man,White/Caucasian,19-20
CMP 128 Computer Science I,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,,,,Some Impact,,No Impact,No Impact,No Impact,No Impact,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,CIS Game Development Option,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,First Choice,,,Man,Hispanic_or_Latino,19-20
CMP 128 Computer Science I,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,High Impact,Some Impact,No,No,Yes,Not Sure,No,No,No,Yes,Not Sure,No,No,Yes,Yes,No,No,No,No,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,business,,,,,,,,,,,,,,,,,,,,,,,3.0,If it cost a lot of money,Man,Hispanic_or_Latino,21-24
CMP 128 Computer Science I,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,computer science,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Science,,,Woman,mixed,21-24
CMP 128 Computer Science I,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,computer science,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,First Choice,,,Man,White/Caucasian,19-20
CMP 128 Computer Science I,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,engineering,,,,,,,,,,,,,,,,,,,,,,,2.0,It is not necessary towards my degree and I plan on transferring after this fall semester.,Man,White/Caucasian,21-24
CMP 128 Computer Science I,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,,,Some Impact,High Impact,,,,,,,High Impact,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,computer science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Don't recall,Don't recall,No,No,No,No,Computer programming,,,Man,Hispanic_or_Latino,25-34
CMP 128 Computer Science I,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Don't recall,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,computer science,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,First Choice,,,Man,White/Caucasian,25-34
CMP 128 Computer Science I,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,High Impact,,,,,,,,,,,,,,,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,,,,,,,computer science,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Science,,,Man,Asian,18 and younger
CMP 128 Computer Science I,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Undecided,,,,,,,,,,,,,,,,,,,,,,,4.0,I enjoy working with computers.,Non-binary,White/Caucasian,18 and younger
CMP 128 Computer Science I,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,High Impact,High Impact,Some Impact,,,,Some Impact,Some Impact,High Impact,,,Some Impact,,High Impact,Challenger Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Business,,,Woman,American_Indian/Native_American/Alaska_Native,18 and younger
CMP 131 Fundamentals of Programming (Python),Don't recall,Don't recall,Yes,Yes,Don't recall,Yes,Yes,No,No,No,No,No,No,No,Don't recall,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,certificate program,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,LIberal Arts,,,Woman,White/Caucasian,25-34
CMP 131 Fundamentals of Programming (Python),Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,High Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,computer science,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,First Choice,,,Man,Asian,18 and younger
